eventID,occurrenceID,basisOfRecord,eventDate,kingdom,Order,scientificName,Commonname,taxonRank,individualCount,organismQuantity,organismQuantityType,occurrenceStatus,Latitude,Longitude,Pollution Score,Classification,Endlatitude,Endlongitude,geodeticDatum,countryCode,Taxon
S1TIN_A,S1TIN_A4,Human_observation ,11/09/2025,Animalia,Lepidoptera,Lepidoptera,Caterpillar,Order,1,1,Individual,Present,N55 41.870,W005 17.278,,NotInvasive,,,WGS84,GB,Invertebrates
S1TIN_A,S1TIN_A5,Human_observation ,11/09/2025,Animalia,Lepidoptera,Euthrix_potatoria,Drinker_moth,Species,1,1,Individual,Present,N55 41.870,W005 17.278,,NotInvasive,,,WGS84,GB,Invertebrates
S1TIN_B,S1TIN_B1,Human_observation ,11/09/2025,Animalia,Ixodida,Ixodoidea,Tick,Family,20,20,Individual,Present,N55 41.857,W005 17.272,,NotInvasive,,,WGS84,GB,Invertebrates
S1TIN_B,S1TIN_B2,Human_observation ,11/09/2025,Animalia,Araneae,Araneae,Spider,Order,1,1,Individual,Present,N55 41.857,W005 17.272,,NotInvasive,,,WGS84,GB,Invertebrates
S1TIN_B,S1TIN_B3,Human_observation ,11/09/2025,Animalia,Araneae,Araneae,Spider,Order,1,1,Individual,Present,N55 41.857,W005 17.272,,NotInvasive,,,WGS84,GB,Invertebrates
S1TIN_B,S1TIN_B4,Human_observation ,11/09/2025,Animalia,Araneae,Araneae,Spider,Order,1,1,Individual,Present,N55 41.857,W005 17.272,,NotInvasive,,,WGS84,GB,Invertebrates
S1TIN_B,S1TIN_B5,Human_observation ,11/09/2025,Animalia,Hemiptera,Aphididae,Aphid,Family,1,1,Individual,Present,N55 41.857,W005 17.272,,NotInvasive,,,WGS84,GB,Invertebrates
S1TIN_C,S1TIN_C1,Human_observation ,11/09/2025,Animalia,Araneae,Araneae,Spider,Order,1,1,Individual,Present,N55 41.839,W005 17.280,,NotInvasive,,,WGS84,GB,Invertebrates
S1TIN_C,S1TIN_C2,Human_observation ,11/09/2025,Animalia,Ixodida,Ixodoidea,Tick,Family,1,1,Individual,Present,N55 41.839,W005 17.280,,NotInvasive,,,WGS84,GB,Invertebrates
S1TIN_C,S1TIN_C3,Human_observation ,11/09/2025,Animalia,Hymenoptera,Formicidae,Ant,Family,1,1,Individual,Present,N55 41.839,W005 17.280,,NotInvasive,,,WGS84,GB,Invertebrates
S1TIN_C,S1TIN_C4,Human_observation ,11/09/2025,Animalia,Hymenoptera,Formicidae,Ant,Family,1,1,Individual,Present,N55 41.839,W005 17.280,,NotInvasive,,,WGS84,GB,Invertebrates
S1TIN_D,S1TIN_D1,Human_observation ,11/09/2025,Animalia,Araneae,Araneae,Spider,Order,1,1,Individual,Present,N55 41.825,W005 17.275,,NotInvasive,,,WGS84,GB,Invertebrates
S1TIN_D,S1TIN_D2,Human_observation ,11/09/2025,Animalia,Araneae,Araneae,Spider,Order,1,1,Individual,Present,N55 41.825,W005 17.275,,NotInvasive,,,WGS84,GB,Invertebrates
S1TIN_E,S1TIN_E1,Human_observation ,11/09/2025,Animalia,Ixodida,Ixodoidea,Tick,Family,1,1,Individual,Present,N55 41.809,W005 17.269,,NotInvasive,,,WGS84,GB,Invertebrates
S1TIN_F,S1TIN_F1,Human_observation ,11/09/2025,Animalia,Ixodida,Ixodoidea,Tick,Family,4,4,Individual,Present,N55 41.793,W005 17.255,,NotInvasive,,,WGS84,GB,Invertebrates
S1TIN_F,S1TIN_F2,Human_observation ,11/09/2025,Animalia,Hymenoptera,Formicidae,Ant,Family,1,1,Individual,Present,N55 41.793,W005 17.255,,NotInvasive,,,WGS84,GB,Invertebrates
S1TIN_F,S1TIN_F3,Human_observation ,11/09/2025,Animalia,Araneae,Araneae,Spider,Order,1,1,Individual,Present,N55 41.793,W005 17.255,,NotInvasive,,,WGS84,GB,Invertebrates
S1TIN_F,S1TIN_F4,Human_observation ,11/09/2025,Animalia,Thysanoptera,Thysanoptera,Thrip,Order,1,1,Individual,Present,N55 41.793,W005 17.255,,NotInvasive,,,WGS84,GB,Invertebrates
S1TIN_F,S1TIN_F5,Human_observation ,11/09/2025,Animalia,Diptera,Tipuloidea,Crane_fly,Family,1,1,Individual,Present,N55 41.793,W005 17.255,,NotInvasive,,,WGS84,GB,Invertebrates
S1TIN_G,S1TIN_G1,Human_observation ,11/09/2025,Animalia,Araneae,Araneae,Spider,Order,2,2,Individual,Present,N55 41.778,W005 17.249,,NotInvasive,,,WGS84,GB,Invertebrates
S1TIN_H,S1TIN_H1,Human_observation ,11/09/2025,Animalia,Ixodida,Ixodoidea,Tick,Family,3,3,Individual,Present,N55 41.763,W005 17.235,,NotInvasive,,,WGS84,GB,Invertebrates
S1TIN_H,S1TIN_H2,Human_observation ,11/09/2025,Animalia,Araneae,Araneae,Spider,Order,1,1,Individual,Present,N55 41.763,W005 17.235,,NotInvasive,,,WGS84,GB,Invertebrates
S1TIN_H,S1TIN_H3,Human_observation ,11/09/2025,Animalia,Homoptera,Homoptera,Insect,Order,2,2,Individual,Present,N55 41.763,W005 17.235,,NotInvasive,,,WGS84,GB,Invertebrates
S1TIN_H,S1TIN_H4,Human_observation ,11/09/2025,Animalia,Hemiptera,Hemiptera,True_bug,Order,1,1,Individual,Present,N55 41.763,W005 17.235,,NotInvasive,,,WGS84,GB,Invertebrates
N2TIP_J,N2TIP_J1,Human_observation ,10/09/2025,Animalia,Coleoptera,Calathus fuscipes,Ground Beetle,Family,7,7,Individual,Present,N55 42.143,W005 16.419,,NotInvasive,,,WGS84,GB,Invertebrates
N2TIN_D,N2TIN_D1,Human_observation ,11/09/2025,Animalia,Hemiptera,Hemiptera,True_bug,Order,5,5,Individual,Present,N55 42.219,W005 16.534,,NotInvasive,,,WGS84,GB,Invertebrates
N2TIN_D,N2TIN_D2,Human_observation ,11/09/2025,Animalia,Diptera,Diptera,Fly,Order,2,2,Individual,Present,N55 42.219,W005 16.534,,NotInvasive,,,WGS84,GB,Invertebrates
N2TIN_F,N2TIN_F1,Human_observation ,11/09/2025,Animalia,Hemiptera,Hemiptera,True_bug,Order,1,1,Individual,Present,N55 42.198,W005 16.488,,NotInvasive,,,WGS84,GB,Invertebrates
N2TIN_F,N2TIN_F2,Human_observation ,11/09/2025,Animalia,Hemiptera,Aphididae,Aphid,Family,1,1,Individual,Present,N55 42.198,W005 16.488,,NotInvasive,,,WGS84,GB,Invertebrates
N2TIN_F,N2TIN_F3,Human_observation ,11/09/2025,Animalia,Hymenoptera,Formicidae,Ant,Family,1,1,Individual,Present,N55 42.198,W005 16.488,,NotInvasive,,,WGS84,GB,Invertebrates
N2TIN_G,N2TIN_G1,Human_observation ,11/09/2025,Animalia,Hymenoptera,Formicidae,Ant,Family,1,1,Individual,Present,N55 42.185,W005 16.468,,NotInvasive,,,WGS84,GB,Invertebrates
N2TIN_I,N2TIN_I1,Human_observation ,11/09/2025,Animalia,Ixodida,Ixodoidea,Tick,Family,6,6,Individual,Present,N55 42.161,W005 16.431,,NotInvasive,,,WGS84,GB,Invertebrates
N1TIN_F,N1TIN_F1,Human_observation ,11/09/2025,Animalia,Hemiptera,Hemiptera,True_bug,Order,1,1,Individual,Present,N55 42.295,W005 16.471,,NotInvasive,,,WGS84,GB,Invertebrates
S3MR,S3MR_1,CameraTrap,11/09/2025,Animalia,Rodentia,Sciurus vulgaris,Red Squirrel,Species,1,1,Individual,Present,N55 69.919,W 005∞28.530,,FullProtection,,,WGS84,SCO,Mammals
N2MR,N2MR_1,CameraTrap,10/09/2025,No records,No records,No records,No records,No records,0,0,,Absent,N 05570.727,W 005∞28.102,,N/A,,,WGS84,SCO,Mammals
S3MR,S3MR_2,CameraTrap,10/09/2025,No records,No records,No records,No records,No records,0,0,,Absent,N 05569.738,W 005∞28.134,,N/A,,,WGS84,SCO,Mammals
N3MR,N3MR_1,CameraTrap,10/09/2025,No records,No records,No records,No records,No records,0,0,,Absent,N 055∞70.760,W 005∞27.946,,N/A,,,WGS84,SCO,Mammals
N1MR,N1MR_1,Humanobservation,09/09/2025,Animalia,Artiodactyla,Cervus elaphus,Red dear,Species,1,1,Individual,Present,N 055∞70.738,W 005∞27.611,,Grazer,,,WGS84,SCO,Mammals
N1MR,N1MR_2,Humanobservation,09/09/2025,Animalia,Artiodactyla,Ovis sp.,Domestic sheep,Genus,1,1,Individual,Present,N 055∞70.426,W 005∞27.224,,Grazer,,,WGS84,SCO,Mammals
N2MR,N2MR_2,Humanobservation,10/09/2025,Animalia,Artiodactyla,Cervus elaphus,Red dear,Species,1,1,Individual,Present,N 055∞70.534,W 005∞26.875,,Grazer,,,WGS84,SCO,Mammals
N2MR,N2MR_3,Humanobservation,10/09/2025,Animalia,Artiodactyla,Ovis sp.,Domestic sheep,Genus,1,1,Individual,Present,N 055∞70.583,W 005∞26.983,,FullProtection,,,WGS84,SCO,Mammals
N2MR,N2MR_4,Humanobservation,11/09/2025,Animalia,Carnivora,Meles meles,Badger,Species,1,1,Individual,Present,N 055∞70.731,W 005∞27.867,,FullProtection,,,WGS84,SCO,Mammals
N3MR,N3MR_2,Humanobservation,12/09/2025,Animalia,Rodentia,Sciurus vulgaris,Red Squirrel,Species,2,2,Individual,Present,N 055∞70.328,W 005∞27.880,,Grazer,,,WGS84,SCO,Mammals
N3MR,N3MR_3,Humanobservation,12/09/2025,Animalia,Artiodactyla,Cervus elaphus,Red dear,Species,1,1,Individual,Present,N 055∞70.528,W 005∞28.117,,Grazer,,,WGS84,SCO,Mammals
S1MR,S1MR_1,Humanobservation,11/09/2025,Animalia,Artiodactyla,Cervus elaphus,Red dear,Species,1,1,Faeces,Present,N 055∞69.590,W 005∞28.581,,Grazer,,,WGS84,SCO,Mammals
S2MR,S2MR_1,Humanobservation,10/09/2025,Animalia,Artiodactyla,Cervus elaphus,Red dear,Species,1,1,Individual,Present,N 055∞69.755,W 005∞28.505,,Grazer,,,WGS84,SCO,Mammals
S3MR,S3MR_3,Humanobservation,12/09/2025,Animalia,Artiodactyla,Ovis sp.,Domestic sheep,Genus,1,1,Individual,Present,N 055∞69.893,W 005∞28468,,Grazer,,,WGS84,SCO,Mammals
S3MR,S3MR_3,Humanobservation,12/09/2025,Animalia,Artiodactyla,Cervus elaphus,Red dear,Species,1,1,Individual,Present,N 055∞69.718,W 005∞28258,,Grazer,,,WGS84,SCO,Mammals
N3TIT_E,N3TIT_E1,Human_observation,09/09/2025,Animalia ,Lepidoptera ,Aporophyla_nigra ,Black_rustic ,Species ,3,3,Individual,Present ,N55 42.203,W005 16.683,,NotInvasive,,,WGS84,GB,Invertebrates
N3TIT_E,N3TIT_E2,Human_observation,09/09/2025,Animalia ,Lepidoptera ,Xestia_xanthographa ,Square_spot_rustic ,Species ,3,3,Individual,Present ,N55 42.203,W005 16.683,,NotInvasive,,,WGS84,GB,Invertebrates
N3TIT_E,N3TIT_E3,Human_observation,09/09/2025,Animalia ,Lepidoptera ,Geometridae,Larval_geometrid,Species ,1,1,Individual,Present ,N55 42.203,W005 16.683,,NotInvasive,,,WGS84,GB,Invertebrates
N3TIT_E,N3TIT_E4,Human_observation,09/09/2025,Animalia ,Diptera,Tipula_oleracea ,Marsh_crane_fly ,Species ,2,2,Individual,Present ,N55 42.203,W005 16.683,,NotInvasive,,,WGS84,GB,Invertebrates
N3TIT_E,N3TIT_E5,Human_observation,09/09/2025,Animalia ,Lepidoptera ,Noctua_pronuba ,Large_yellow_underwing,Species ,1,1,Individual,Present ,N55 42.203,W005 16.683,,NotInvasive,,,WGS84,GB,Invertebrates
N3TIT_E,N3TIT_E6,Human_observation,09/09/2025,Animalia ,Lepidoptera ,Paradiarsia_glareosa ,Autumnal_rustic ,Species ,1,1,Individual,Present ,N55 42.203,W005 16.683,,NotInvasive,,,WGS84,GB,Invertebrates
N3TIT_E,N3TIT_E7,Human_observation,09/09/2025,Animalia ,Lepidoptera ,Xestia_agathina ,Heath_rustic ,Species ,1,1,Individual,Present ,N55 42.203,W005 16.683,,NotInvasive,,,WGS84,GB,Invertebrates
N3TIT_E,N3TIT_E8,Human_observation,09/09/2025,Animalia ,Lepidoptera ,Blastobasis_lacticolella,Large_pale_masoner ,Species ,1,1,Individual,Present ,N55 42.203,W005 16.683,,NotInvasive,,,WGS84,GB,Invertebrates
N3TIT_E,N3TIT_E9,Human_observation,09/09/2025,Animalia ,Lepidoptera ,Stilbia_anomala,The_anomalous,Species ,1,1,Individual,Present ,N55 42.203,W005 16.683,,NotInvasive,,,WGS84,GB,Invertebrates
S3TIT_E,S3TIT_E1,Human_observation,09/09/2025,Animalia ,Lepidoptera ,Denticucullus_pygmina,Small_wainscot,Species ,2,2,Individual,Present ,N55 41.922,W005 17.005,,NotInvasive,,,WGS84,GB,Invertebrates
S3TIT_E,S3TIT_E2,Human_observation,09/09/2025,Animalia ,Diptera,Tipula_paludosa,European_crane_fly,Species ,2,2,Individual,Present ,N55 41.922,W005 17.005,,NotInvasive,,,WGS84,GB,Invertebrates
S3TIT_E,S3TIT_E3,Human_observation,09/09/2025,Animalia ,Lepidoptera ,Xestia_castanea,Neglected_rustic,Species ,1,1,Individual,Present ,N55 41.922,W005 17.005,,NotInvasive,,,WGS84,GB,Invertebrates
S3TIT_E,S3TIT_E4,Human_observation,09/09/2025,Animalia ,Trichoptera ,Limnephilus_lunatus,Caddis_fly,Species ,2,2,Individual,Present ,N55 41.922,W005 17.005,,NotInvasive,,,WGS84,GB,Invertebrates
S3TIT_E,S3TIT_E5,Human_observation,09/09/2025,Animalia ,Lepidoptera ,Dysstroma_truncata,Common_marbled_carpet,Species ,1,1,Individual,Present ,N55 41.922,W005 17.005,,NotInvasive,,,WGS84,GB,Invertebrates
S3TIT_E,S3TIT_E6,Human_observation,09/09/2025,Animalia ,Ixodida,Ixodes_ricinus,Sheep_tick ,Species ,1,1,Individual,Present ,N55 41.922,W005 17.005,,NotInvasive,,,WGS84,GB,Invertebrates
S3TIT_E,S3TIT_E7,Human_observation,09/09/2025,Animalia ,Julida,Tachypodoiulus_niger,White_legged_snake_millipede,Species ,1,1,Individual,Present ,N55 41.922,W005 17.005,,NotInvasive,,,WGS84,GB,Invertebrates
S3TIT_A,S3TIT_A1,Human_observation,10/09/2025,Animalia ,Lepidoptera ,Xestia_xanthographa ,Square_spot_rustic ,Species ,12,12,Individual,Present ,N55 42.027,W005 17.134,,NotInvasive,,,WGS84,GB,Invertebrates
S3TIT_A,S3TIT_A2,Human_observation,10/09/2025,Animalia ,Lepidoptera ,Colostygia_pectinataria,Green_carpet_moth,Species ,3,3,Individual,Present ,N55 42.027,W005 17.134,,NotInvasive,,,WGS84,GB,Invertebrates
S3TIT_A,S3TIT_A3,Human_observation,10/09/2025,Animalia ,Lepidoptera ,Xestia_agathina ,Heath_rustic ,Species ,1,1,Individual,Present ,N55 42.027,W005 17.134,,NotInvasive,,,WGS84,GB,Invertebrates
S3TIT_A,S3TIT_A4,Human_observation,10/09/2025,Animalia ,Lepidoptera ,Conistra_vaccinii,Chestnut_moth,Species ,1,1,Individual,Present ,N55 42.027,W005 17.134,,NotInvasive,,,WGS84,GB,Invertebrates
S3TIT_A,S3TIT_A5,Human_observation,10/09/2025,Animalia ,Lepidoptera ,Xanthia_togata,Pink_barred_sallow_moth,Species ,1,1,Individual,Present ,N55 42.027,W005 17.134,,NotInvasive,,,WGS84,GB,Invertebrates
S3TIT_A,S3TIT_A6,Human_observation,10/09/2025,Animalia ,Lepidoptera ,Denticucullus_pygmina,Small_wainscot,Species ,1,1,Individual,Present ,N55 42.027,W005 17.134,,NotInvasive,,,WGS84,GB,Invertebrates
S3TIT_A,S3TIT_A7,Human_observation,10/09/2025,Animalia ,Lepidoptera ,Clubiona_Latreille,Leaf_curling_sac_spiders,Species ,1,1,Individual,Present ,N55 42.027,W005 17.134,,NotInvasive,,,WGS84,GB,Invertebrates
S3TIT_A,S3TIT_A8,Human_observation,10/09/2025,Animalia ,Lepidoptera ,Dysstroma_truncata,Common_marbled_carpet,Species ,1,1,Individual,Present ,N55 42.027,W005 17.134,,NotInvasive,,,WGS84,GB,Invertebrates
S3TIT_A,S3TIT_A9,Human_observation,10/09/2025,Animalia ,Diptera,Sciaridae,Dark_winged_fungus_gnats ,Family,1,1,Individual,Present ,N55 42.027,W005 17.134,,NotInvasive,,,WGS84,GB,Invertebrates
S3TIT_A,S3TIT_A10,Human_observation,10/09/2025,Animalia ,Trichoptera ,Limnephilus_lunatus,Cinnamon_sedge_caddisfly,Species ,1,1,Individual,Present ,N55 42.027,W005 17.134,,NotInvasive,,,WGS84,GB,Invertebrates
S3TIT_A,S3TIT_A11,Human_observation,10/09/2025,Animalia ,Diptera,Tipula_rufina,Crane_fly ,Species ,2,2,Individual,Present ,N55 42.027,W005 17.134,,NotInvasive,,,WGS84,GB,Invertebrates
S3TIT_A,S3TIT_A12,Human_observation,10/09/2025,Animalia ,Diptera,Tipula_paludosa/oleracea,Crane_fly,Order,10,10,Individual,Present ,N55 42.027,W005 17.134,,NotInvasive,,,WGS84,GB,Invertebrates
S3TIT_A,S3TIT_A13,Human_observation,10/09/2025,Animalia ,Diptera,Tipula_paludosa ,European_crane_fly,Species ,1,1,Individual,Present ,N55 42.027,W005 17.134,,NotInvasive,,,WGS84,GB,Invertebrates
S3TIT_A,S3TIT_A14,Human_observation,10/09/2025,Animalia ,Diptera,Tipula_oleracea ,Marsh_crane_fly ,Species ,1,1,Individual,Present ,N55 42.027,W005 17.134,,NotInvasive,,,WGS84,GB,Invertebrates
N3TIT_A,N3TIT_A1,Human_observation,10/09/2025,Animalia ,Lepidoptera ,Standfussiana_lucernea,Northern_rustic ,Species ,1,1,Individual,Present ,N55 42.253,W005 16.755,,NotInvasive,,,WGS84,GB,Invertebrates
N3TIT_A,N3TIT_A2,Human_observation,10/09/2025,Animalia ,Lepidoptera ,Denticucullus_pygmina,Small_wainscot,Species ,2,2,Individual,Present ,N55 42.253,W005 16.755,,NotInvasive,,,WGS84,GB,Invertebrates
N3TIT_A,N3TIT_A3,Human_observation,10/09/2025,Animalia ,Lepidoptera ,Xestia_xanthographa ,Square_spot_rustic ,Species ,2,2,Individual,Present ,N55 42.253,W005 16.755,,NotInvasive,,,WGS84,GB,Invertebrates
N3TIT_A,N3TIT_A4,Human_observation,10/09/2025,Animalia ,Diptera,Limoniidae,Crane_fly ,Family,3,3,Individual,Present ,N55 42.253,W005 16.755,,NotInvasive,,,WGS84,GB,Invertebrates
N3TIT_A,N3TIT_A5,Human_observation,10/09/2025,Animalia ,Araneae,Linyphiidae,Money_spider,Family ,1,1,Individual,Present ,N55 42.253,W005 16.755,,NotInvasive,,,WGS84,GB,Invertebrates
N3TIT_A,N3TIT_A6,Human_observation,10/09/2025,Animalia ,Hemiptera,Rhopalidae,Scentless_plant_bugs,Family,1,1,Individual,Present ,N55 42.253,W005 16.755,,NotInvasive,,,WGS84,GB,Invertebrates
N3TIT_A,N3TIT_A7,Human_observation,10/09/2025,Animalia ,Lepidoptera ,Agrius_convolvuli,Convolvulus_hawk_moth,Species ,1,1,Individual,Present ,N55 42.253,W005 16.755,,NotInvasive,,,WGS84,GB,Invertebrates
N3TIT_A,N3TIT_A8,Human_observation,10/09/2025,Animalia ,Lepidoptera ,Tipulidae,Crane_fly ,Family,1,1,Individual,Present ,N55 42.253,W005 16.755,,NotInvasive,,,WGS84,GB,Invertebrates
N3TIT_A,N3TIT_A9,Human_observation,10/09/2025,Animalia ,Hymenoptera,Ophion_sp,Parasitic_wasps,Genus ,2,2,Individual,Present ,N55 42.253,W005 16.755,,NotInvasive,,,WGS84,GB,Invertebrates
N3TIT_A,N3TIT_A10,Human_observation,10/09/2025,Animalia ,Trichoptera ,Limnephilus_lunatus,Cinnamon_sedge_caddisfly,Species ,1,1,Individual,Present ,N55 42.253,W005 16.755,,NotInvasive,,,WGS84,GB,Invertebrates
S3TIT_J,S3TIT_J1,Human_observation,11/09/2025,Animalia ,Trichoptera ,Trichoptera,Caddis_fly,Order,1,1,Individual,Present ,N55 41.828,W005 16.810,,NotInvasive,,,WGS84,GB,Invertebrates
S3TIT_J,S3TIT_J2,Human_observation,11/09/2025,Animalia ,Hymenoptera,Cardrina_morpheus,Mottled_rustic,Species,1,1,Individual,Present ,N55 41.828,W005 16.810,,NotInvasive,,,WGS84,GB,Invertebrates
S3TIT_J,S3TIT_J3,Human_observation,11/09/2025,Animalia ,Diptera,Culicidae,Mosquito,Family,4,4,Individual,Present ,N55 41.828,W005 16.810,,NotInvasive,,,WGS84,GB,Invertebrates
S3TIT_J,S3TIT_J4,Human_observation,11/09/2025,Animalia ,Diptera,Tipuloidea,Crane_fly ,Super_family,1,1,Individual,Present ,N55 41.828,W005 16.810,,NotInvasive,,,WGS84,GB,Invertebrates
N3TIT_J,N3TIT_J1,Human_observation,11/09/2025,Animalia ,Lepidoptera ,Aporophyla_nigra ,Black_rustic ,Species,1,1,Individual,Present ,N55 42.061,W005 16.371,,NotInvasive,,,WGS84,GB,Invertebrates
N3TIT_J,N3TIT_J2,Human_observation,11/09/2025,Animalia ,Lepidoptera ,Xestia_xanthographa ,Square_spot_rustic ,Species,5,5,Individual,Present ,N55 42.061,W005 16.371,,NotInvasive,,,WGS84,GB,Invertebrates
N3TIT_J,N3TIT_J3,Human_observation,11/09/2025,Animalia ,Trichoptera ,Trichoptera,Caddis_fly,Order,1,1,Individual,Present ,N55 42.061,W005 16.371,,NotInvasive,,,WGS84,GB,Invertebrates
N3TIT_J,N3TIT_J4,Human_observation,11/09/2025,Animalia ,Lepidoptera ,Euxoa_nigricans,Garden_dart,Species,1,1,Individual,Present ,N55 42.061,W005 16.371,,NotInvasive,,,WGS84,GB,Invertebrates
N3TIT_J,N3TIT_J5,Human_observation,11/09/2025,Animalia ,Diptera,Tipuloidea,Crane_fly ,Super_family,4,4,Individual,Present ,N55 42.061,W005 16.371,,NotInvasive,,,WGS84,GB,Invertebrates
N3TIT_J,N3TIT_J6,Human_observation,11/09/2025,Animalia ,Diptera,Culicidae,Mosquito,Family ,1,1,Individual,Present ,N55 42.061,W005 16.371,,NotInvasive,,,WGS84,GB,Invertebrates
N3TIT_J,N3TIT_J7,Human_observation,11/09/2025,Animalia ,Diptera,Diptera ,Fly,Family,1,1,Individual,Present ,N55 42.061,W005 16.371,,NotInvasive,,,WGS84,GB,Invertebrates
N3TIT_J,N3TIT_J8,Human_observation,11/09/2025,Animalia ,Lepidoptera ,Colostygia_pectinataria,Green_carpet_moth,Species,1,1,Individual,Present ,N55 42.061,W005 16.371,,NotInvasive,,,WGS84,GB,Invertebrates
N3TIT_J,N3TIT_J9,Human_observation,11/09/2025,Animalia ,Lepidoptera ,Cardrina_morpheus,Mottled_rustic,Species,1,1,Individual,Present ,N55 42.061,W005 16.371,,NotInvasive,,,,,Invertebrates
N3P_A,N3P_A1,Humanobservation,10/09/2025,Plantae,Polypodiales,Pteridium_aquilinum,Bracken,Species,1,100,Percentagecover,Present,N55  42.253,W005 16.761,,Invasive,,,WGS84,SCO,Plants
N3P_B,N3P_B1,Humanobservation,10/09/2025,Plantae,Rosales,Rubus_fruticosus_L.,European_blackberry,Species,1,20,Percentagecover,Present,N55  42.231,W005 16.724,,Notinvasive,,,WGS84,SCO,Plants
N3P_B,N3P_B2,Humanobservation,10/09/2025,Plantae,Poales,Agrostis_capillaris,Common_bent,Species,1,50,Percentagecover,Present,N55  42.231,W005 16.724,,Notinvasive,,,WGS84,SCO,Plants
N3P_B,N3P_B3,Humanobservation,10/09/2025,Plantae,Polypodiales,Pteridium_aquilinum,Bracken,Species,1,100,Percentagecover,Present,N55  42.231,W005 16.724,,Invasive,,,WGS84,SCO,Plants
N3P_B,N3P_B4,Humanobservation,10/09/2025,Plantae,Gentianales,Galium_mollugo,Hedge_bedstraw,Species,1,50,Percentagecover,Present,N55  42.231,W005 16.724,,Notinvasive,,,WGS84,SCO,Plants
N3P_C,N3P_C1,Humanobservation,10/09/2025,Plantae,Polypodiales,Pteridium_aquilinum,Bracken,Species,1,100,Percentagecover,Present,N55  42.205,W005 16.686,,Invasive,,,WGS84,SCO,Plants
N3P_C,N3P_C2,Humanobservation,10/09/2025,Plantae,Gentianales,Galium_mollugo,Hedge_bedstraw,Species,1,60,Percentagecover,Present,N55  42.205,W005 16.686,,Notinvasive,,,WGS84,SCO,Plants
N3P_C,N3P_C3,Humanobservation,10/09/2025,Plantae,Rosales,Rubus_fruticosus_L.,European_blackberry,Species,1,10,Percentagecover,Present,N55  42.205,W005 16.686,,Notinvasive,,,WGS84,SCO,Plants
N3P_C,N3P_C4,Humanobservation,10/09/2025,Plantae,Hypnales,Rhytidadelphus_triquetrus,Big_shaggy-moss,Species,1,100,Percentagecover,Present,N55  42.205,W005 16.686,,Notinvasive,,,WGS84,SCO,Plants
N3P_C,N3P_C5,Humanobservation,10/09/2025,Plantae,Lamiales,Teucrium_scorodonia,Wood_sage,Species,1,15,Percentagecover,Present,N55  42.205,W005 16.686,,Notinvasive,,,WGS84,SCO,Plants
N3P_D,N3P_D1,Humanobservation,10/09/2025,Plantae,Dipsacales,Lonicera_periclymenum,European_honeysuckle,Species,1,20,Percentagecover,Present,N55  42.182,W005 16.640,,Notinvasive,,,WGS84,SCO,Plants
N3P_D,N3P_D2,Humanobservation,10/09/2025,Plantae,Polypodiales,Pteridium_aquilinum,Bracken,Species,1,100,Percentagecover,Present,N55  42.182,W005 16.640,,Invasive,,,WGS84,SCO,Plants
N3P_D,N3P_D3,Humanobservation,10/09/2025,Plantae,Hypnales,Rhytidadelphus_triquetrus,Big_shaggy-moss,Species,1,50,Percentagecover,Present,N55  42.182,W005 16.640,,Notinvasive,,,WGS84,SCO,Plants
N3P_D,N3P_D4,Humanobservation,10/09/2025,Plantae,Lamiales,Teucrium_scorodonia,Wood_sage,Species,1,5,Percentagecover,Present,N55  42.182,W005 16.640,,Notinvasive,,,WGS84,SCO,Plants
N3P_E,N3P_E1,Humanobservation,10/09/2025,Plantae,Polypodiales,Pteridium_aquilinum,Bracken,Species,1,100,Percentagecover,Present,N55  42.156,W005 16.606,,Invasive,,,WGS84,SCO,Plants
N3P_E,N3P_E2,Humanobservation,10/09/2025,Plantae,Rosales,Rubus_fruticosus_L.,European_blackberry,Species,1,25,Percentagecover,Present,N55  42.156,W005 16.606,,Notinvasive,,,WGS84,SCO,Plants
N3P_F,N3P_F1,Humanobservation,10/09/2025,Plantae,Polypodiales,Pteridium_aquilinum,Bracken,Species,1,100,Percentagecover,Present,N55  42.134,W005 16.563,,Invasive,,,WGS84,SCO,Plants
N3P_F,N3P_F2,Humanobservation,10/09/2025,Plantae,Rosales,Rubus_fruticosus_L.,European_blackberry,Species,1,60,Percentagecover,Present,N55  42.134,W005 16.563,,Notinvasive,,,WGS84,SCO,Plants
N3P_F,N3P_F3,Humanobservation,10/09/2025,Plantae,Hypnales,Rhytidadelphus_triquetrus,Big_shaggy-moss,Species,1,40,Percentagecover,Present,N55  42.134,W005 16.563,,Notinvasive,,,WGS84,SCO,Plants
N3P_G,N3P_G1,Humanobservation,10/09/2025,Plantae,Rosales,Rubus_fruticosus_L.,European_blackberry,Species,1,33,Percentagecover,Present,N55  42.110,W005 16.517,,Notinvasive,,,WGS84,SCO,Plants
N3P_G,N3P_G2,Humanobservation,10/09/2025,Plantae,Polypodiales,Pteridium_aquilinum,Bracken,Species,1,100,Percentagecover,Present,N55  42.110,W005 16.517,,Invasive,,,WGS84,SCO,Plants
N3P_G,N3P_G3,Humanobservation,10/09/2025,Plantae,Hypnales,Rhytidadelphus_triquetrus,Big_shaggy-moss,Species,1,40,Percentagecover,Present,N55  42.110,W005 16.517,,Notinvasive,,,WGS84,SCO,Plants
